subject_id	dtest_solved	dtest_duration	dtest_num_attempts	dtest_skipped	gender	age	education	edu_status	prior_exposure	prior_attempt	prior_completed	m_alg	m_geom	m_trig	m_sv_calc	m_mv_calc	m_linalg	m_pr_stat	m_disc	m_logic	q_attn_check1	q_attn_check2	q_attn_check3	q_puzzle	q_puzzle_digit	digit_target	digit_distractor	q_confidence	q_strategy	q_digit_selection	q_digit_notice	q_hint_select	q_hint_explain	q_digit_check	q_check_strategy	q_check_strategy_select	q_additional_info	tut_house	sid_hash
1390	True	55.297	1	False	Male	41	phd	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			02ab63
1391	True	61.622	1	False	Female	35	asso	Completed	Yes	Yes	10 or more	True	True	False	False	False	True	True	False	False																			abde36
1392	False	270.123	26	False	Male	48	asso	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			a35105
1393	True	290.23	1	False	Female	34	bach	Completed	Yes	Yes	4 to 6	False	True	True	True	True	False	False	False	False																			e8e6db
1394	False		0	True	Female	47	mast	Completed	Yes	Yes	4 to 6	True	True	True	True	True	True	True	False	True																			47f184
1395	True	66.355	1	False	Female	22	prof	Currently pursuing	Yes	Yes	7 to 9	True	True	True	True	False	True	True	False	False																			7ee394
1396	False		0	True	Female	40	hs	Currently pursuing	Yes	Yes	None	True	True	False	False	False	False	False	False	False	True	False	False	target	7.0	7.0	8.0	25.0	I just tried to make sure that the 7 wasn't in any other rows. 	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The 7 wasn't in any other rows in the puzzle.	[(5, 4)]	I just tried to make sure that the 7 couldn't be in those rows. 	No, I just submitted my original guess without checking any further.			I think I did the best that I could, since I'm not great a sudoki. 	column	c42a7c
1397	True	44.558	1	False	Male	60	no_hs	Completed	Yes	Yes	1 to 3	False	True	False	False	False	False	False	False	False																			84446b
1398	False		0	True	Female	31	mast	Completed	Yes	No	None	True	True	True	False	False	False	False	False	False	True	True	False	distractor	5.0	9.0	5.0	100.0	The first thing I did was look at the 3x3 square. By looking at that, I realized it could be either 5 0r 9. Then I saw that the row below it had a 9, so I knew the answer must be five.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I noticed a 9 on the far left, so that made me think a 5 must be in the missing highlighted box.	['targetSingle']	I knew that a 9 is unlikely, to be in the missing bo because below the missing box to the right is a 9. 	No, I just submitted my original guess without checking any further.			Sometimes I second guess myself because I am still new to the rules, that is when I make errors.	column	350557
1399	True	52.048	1	False	Female	20	bach	Currently pursuing	Yes	Yes	4 to 6	True	True	True	True	True	True	True	False	False																			cd29d6
1400	True	40.24	1	False	Female	22	bach	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	False	False	False	False																			51349c
1401	True	347.244	1	False	Male	43	bach	Completed	Yes	Yes	7 to 9	True	True	True	True	False	True	False	False	False																			e083ce
1402	True	46.611	1	False	Female	21	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			a9f2fb
1403	False		0	True	Male	54	asso	Completed	Yes	Yes	None	True	True	True	True	False	False	False	False	False	True	True	True	distractor	2.0	7.0	2.0	85.0	I know the 7 cant go there because it is touching the space so it has to be the 2.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	one of the numbers is touching the square	['targetDouble', 'targetBox']	they are touching the square so that cant be the answer	No, I just submitted my original guess without checking any further.			I chose the number that I thought would be more likely the correct choice	row	1d965d
1404	False	43.736	3	False	Male	32	asso	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	False	True	False																			dbdde7
1405	False		0	True	Female	34	bach	Currently pursuing	Yes	No	None	True	False	False	False	False	False	True	False	False	True	True	False	target	7.0	7.0	2.0	50.0	I looked at the surrounding boxes and thought that 7 could not be used anywhere else	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	the numbers closest to the box	['targetSingle', 'targetBox']	because I can't use 7 in the other boxes	No, I just submitted my original guess without checking any further.			I just checked the surrounding boxes and thought 7 was the best choice	row	4c9e72
1406	True	94.378	2	False	Female	32	mast	Completed	Yes	Yes	7 to 9	True	True	False	True	True	True	True	True	False																			41acf3
1407	True	56.873	1	False	Male	47	bach	Completed	Yes	Yes	4 to 6	False	False	False	False	True	False	False	False	False																			7085a7
1408	True	76.218	1	False	Male	20	bach	Currently pursuing	Yes	Yes	7 to 9	True	True	False	False	False	True	True	False	False																			5b0fcb
1409	True	38.263	1	False	Female	27	asso	Completed	Yes	Yes	10 or more	True	True	False	False	False	True	False	False	False																			4bc8f1
1410	True	248.185	1	False	Male	56	bach	Completed	Yes	No	None	True	True	True	False	False	False	False	False	False																			edb4a7
1411	False		0	True	Female	26	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	False	True	False																			d1f6de
1412	True	75.204	1	False	Female	57	asso	Completed	Yes	Yes	1 to 3	True	True	False	False	False	True	True	False	False																			40681f
1413	False	59.848	5	False	Male	22	hs	Currently pursuing	Yes	Yes	1 to 3	True	True	True	False	False	False	False	False	False																			1eb550
1414	True	105.805	1	False	Female	55	mast	Completed	Yes	Yes	1 to 3	True	True	False	False	False	False	False	False	False																			a45772
1415	False		0	True	Female	34	hs	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	True	False	distractor	7.0	5.0	7.0	60.0	These are the ones I have the most trouble with. I know it has to be a 7 or a  but neither share rows or columns with that number.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle', 'targetBox']					Well, I didn't 100% just randomly guess but I've noticed as I'm learning to play this game that these are the hardest ones because there isn't much reference to go on. If there was a 7 or 5 in another row or column then I would know it had to be one or the other. I guess 7 because there's a 7 in the column to the left, but that has an 8 below it already so not sure that matters. 7 just felt right, but I'm not totally successful on ones that don't have other numbers to guess with.	row	199412
1416	False	101.777	3	False	Male	43	mast	Completed	Yes	Yes	1 to 3	True	True	False	False	False	False	True	False	False																			9609b6
1417	False		0	True	Male	32	hs	Currently pursuing	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			bd651c
1418	True	93.547	1	False	Male	27	prof	Completed	Yes	Yes	10 or more	True	True	False	True	False	False	False	False	True																			c033d5
1419	True	85.952	1	False	Female	54	mast	Completed	Yes	Yes	10 or more	True	True	False	True	False	False	True	False	False																			7e73f7
1420	True	207.594	1	False	Male	50	asso	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			944b3f
1421	True	65.681	1	False	Male	34	mast	Completed	Yes	Yes	10 or more	True	False	False	False	False	False	True	True	False																			c7671a
1422	True	101.679	1	False	Male	30	bach	Completed	Yes	Yes	10 or more	True	True	False	True	True	False	False	True	False																			8831e5
1423	True	49.948	1	False	Female	45	hs	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			66e8c4
1424	True	45.39	1	False	Male	23	bach	Completed	Yes	Yes	4 to 6	True	True	True	True	False	False	False	False	False																			55e206
1425	True	57.469	1	False	Male	19	bach	Currently pursuing	Yes	Yes	7 to 9	True	True	True	False	False	False	True	False	False																			8cec9b
1426	False	18.981	1	False	Male	28	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	True	False																			f90536
1427	True	147.991	1	False	Male	35	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	False																			acca4e
1428	True	58.864	1	False	Female	26	mast	Currently pursuing	Yes	Yes	10 or more	True	False	True	True	False	False	True	False	False																			f6fc59
1429	True	56.452	1	False	Female	46	prof	Completed	Yes	Yes	10 or more	True	False	False	False	False	False	False	False	False																			68bd86
1430	True	48.825	1	False	Male	47	mast	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	False																			dcb8f9
1431	True	40.235	1	False	Female	37	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	True	True	False	False																			261336
1432	True	310.839	2	False	Male	42	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	False	False	False																			d39cc5
1433	False		0	True	Female	47	mast	Completed	No	No	1 to 3	True	False	False	False	False	False	False	False	False																			99b497
1434	False		0	True	Female	47	bach	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	False	False	target	8.0	8.0	6.0	100.0	I checked each open blue square to see if there was an 8 in the row, column or 9 square, I concluded there was not. I checked the 6 and there was another blue square option where the 6 could go. So, I concluded the 8 belonged in the green square.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	There was an 8 in a row by itself with no other numbers.	['targetSingle', 'emptySingle']	The 8 cannot go in the blue column, but the 6 still could.	Yes, I checked to see whether the candidate was actually correct.	I double checked that the 6 could not be eliminated as a possibility in the blue column 4th row.	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	I first checked to see if the 8 could go in any of the free blue spaces. It could not. I then double checked if the 6 could go in any free blue spaces, and it could.	column	9066ea
1435	False		0	True	Female	56	bach	Completed	Yes	No	None	True	True	False	False	False	False	True	False	True	True	True	False	target	6.0	6.0	5.0	95.0	The top 3 boxes had one opening.  The opening can either be a 6 or a 5 If we go down to the next row of 3 That is what we want to solve.  I imagined that the top row was a 5 and the middle row would be a 6	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle', 'emptySingle']					There are two options for the first row.  5 or 6.  The row we want to solve cannot be the number we put in the first row.  	column	fef1f6
1436	False		0	True	Prefer not to say	67	hs	Completed	Yes	Not sure	None	True	True	False	False	False	False	False	False	False	True	True	False	target	9.0	9.0	1.0	100.0	"It must be 1 or 9.
Test the blue squares for 1. The first 3 blue squares have a 1 in the 3 x 3 cell, so no 1 could go there. The 4th square has a 1 in the column so no 1 could go there. The 1 could go in the 7th square because there is no other 1 in the same row, column, or 3 x 3 cell.
Double check with the same process for the 9. It fails the tests, i.e. there is no cell it can go in. So, 9 is the answer."	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle', 'emptySingle']					"Some of my answers were wrong, even using my system, so I double checked by checking both of the hint numbers.
The logic and numbers strain my brain. I did what by trial and error seemed to work."	row	038a4a
1437	True	81.421	1	False	Female	72	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	False	False																			97a39b
1438	False		0	True	Female	30	bach	Completed	Yes	No	None	True	True	False	False	False	False	True	False	False	True	True	False	target	1.0	1.0	4.0	50.0	I figured that the leftmost blue square could be 4, which meant that the square I am supposed to solve would be 1.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The 1 on the bottom left corner of the puzzle.	['targetSingle']	It makes it seem likely that the blue cell on the leftmost could be 4 and therefore the cell I am solving should be 1.	No, I just submitted my original guess without checking any further.			None.	row	9ac645
1439	True	271.787	1	False	Male	30	bach	Completed	Yes	Yes	10 or more	True	False	False	True	True	True	True	False	False																			537473
1440	True	137.534	2	False	Male	27	bach	Completed	Yes	Yes	10 or more	True	False	False	False	False	True	True	False	True																			56999e
1441	True	61.418	1	False	Female	25	mast	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			fc9fea
1442	True	448.775	3	False	Female	32	bach	Completed	Yes	No	10 or more	True	True	True	True	True	True	False	False	True																			e04470
1443	True	92.819	1	False	Female	36	bach	Completed	Yes	Yes	10 or more	False	False	False	False	False	False	True	False	False																			98c1e6
1444	True	99.479	1	False	Female	43	asso	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			53a498
1445	True	187.471	1	False	Female	33	mast	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	True	False																			9a03aa
1446	False		0	True	Female	26	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	True	False	False	False																			6c2dc8
1447	True	104.969	2	False	Male	30	bach	Completed	Yes	Yes	10 or more	False	True	False	False	False	False	False	False	False																			09e5bf
1448	False		0	True	Female	56	mast	Completed	Yes	No	None	True	True	False	False	False	False	True	False	False	True	True	False	target	5.0	5.0	4.0	75.0	I always choose one of the two numbers shown outside of the highlighted row and I tended to choose the higher of the two numbers as they seemed to be correct quite a bit more often than the low number.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I noticed that the higher number of the two outliers seemed to be correct more often.	['targetBox', 'targetSingle', 'targetDouble']	I usually picked the higher of the two numbers outside of the row.	Yes, I checked to see whether the candidate was actually correct.	I quickly made sure that it wasn't repeated in the blue row.	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	My strategy was mainly based on odds.	column	f6ff94
1449	True	68.116	1	False	Male	28	mast	Completed	No	No	1 to 3	True	True	True	True	True	True	True	True	True																			231456
1450	False	1905.382	11	False	Male	30	bach	Completed	Yes	Yes	1 to 3	False	True	False	False	True	False	False	False	False																			b1850a
1451	False		0	True	Male	50	asso	Completed	Yes	Yes	None	True	True	False	False	False	False	False	False	False	True	True	False	distractor	5.0	4.0	5.0	25.0	tried to visualize the corresponding cells to where I believed the number I chose would fit.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	the cell on the left was the better candidate for the 5 because a 5 was in right cell.	[(4, 6), (4, 7), (4, 8)]	the cell to the right had a 5 & 4 the cell to the did not so I made my choice for the left cell	Yes, I checked to see whether the candidate was actually correct.	as to whether or not it would fit with what I visualized the over all solution to be	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	This was the first time trying to play Sudoku, the tutorial gave me a better understanding, however, developing a strategy to solve it is somewhat difficult. 	column	d65d2f
1452	False		0	True	Male	40	hs	Completed	No	Yes	1 to 3	False	True	False	False	False	False	False	False	False																			7edbdf
1453	False	117.192	1	False	Male	40	asso	Completed	Yes	Yes	4 to 6	True	True	True	False	False	False	True	False	False																			db0f63
1454	False		0	True	Female	62	hs	Completed	Yes	No	None	True	False	False	False	False	False	False	False	False	True	True	False	distractor	1.0	5.0	1.0	40.0	I first eliminated the #s it couldn't be in the row going down and across if applicable.  I then looked at the numbers in the other squares/lines to determine the probability of them being possible in my square. Sudoko is hard! 	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	Depending on their position it told me if those #s could possibly be used in other fields in the square I was working on.  That helped narrow down the possibility of the # in the square I was working on. 	['distractorDouble']	Because there was a 1 in that field I knew that the row going across could not have a 1, so it increased the likelihood that the 1 is a correct answer for my square. 	Yes, I checked to see whether the candidate was actually correct.	I looked at all the #s again to determine if my thought process seemed correct. 	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I eliminated the #s that could not go in my field because they were already in a row or line for that field.  I then looked at the other #s on the board to eliminate #s that couldn't go in that field as well based on the #s already showing.  I always selected a # that was already on the board because I think it had the highest chance of being the correct #. 	column	00373e
1455	True	97.91	2	False	Female	25	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	False	False	False																			93f9be
1456	True	60.671	1	False	Female	53	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	False																			dbaeec
1457	True	74.774	1	False	Male	36	mast	Completed	Yes	Yes	10 or more	True	True	False	False	False	True	True	False	False																			21244e
1458	True	116.911	1	False	Male	47	bach	Completed	Yes	No	None	False	False	False	True	False	False	True	True	True																			9c1c0f
1459	True	86.478	1	False	Male	35	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	True	False	True																			6e91e2
1460	True	46.048	1	False	Male	49	bach	Completed	Yes	Yes	4 to 6	False	False	False	False	False	False	True	False	False																			0103a9
1461	True	65.62	1	False	Female	40	bach	Completed	Yes	Yes	10 or more	False	False	False	False	False	False	False	False	True																			5e66ee
1462	False		0	True	Male	21	bach	Currently pursuing	Yes	Yes	4 to 6	True	True	True	True	True	True	True	False	False																			b3dc98
1463	True	97.207	1	False	Male	66	asso	Completed	Yes	Yes	1 to 3	False	False	False	True	True	True	False	False	False																			9871cb
1464	True	31.595	1	False	Male	22	bach	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	False																			0a6df3
1465	True	58.38	1	False	Female	22	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			74fb48
1466	True	251.068	3	False	Female	21	mast	Currently pursuing	No	Yes	1 to 3	True	True	True	True	True	True	True	False	False																			87ef26
1467	True	111.31	1	False	Female	36	hs	Completed	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	True																			78feb3
1468	True	198.647	1	False	Male	45	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			7ff251
1469	True	189.813	1	False	Male	29	bach	Completed	Yes	Yes	1 to 3	True	True	True	False	False	False	True	False	False																			e99268
1470	False		0	True	Male	30	bach	Completed	No	No	None	True	True	True	True	True	True	True	True	False	True	False	False	target	3.0	3.0	2.0	0.0	Based on my own made up strategy to deal with the time, I put in the number that shows up closest to the green box. If that number appears more frequently than the other however, I will choose the other number instead.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The number closest to the green box is usually the right answer.	['distractorSingle', 'distractorBox']	Because there are two 2's near the green box, I chose 3. If the other 2 was not there, I would have chose 2.	No, I just submitted my original guess without checking any further.			Nothing more to add, I have stated my strategy completely.	column	2fe855
1471	True	105.489	1	False	Female	42	asso	Completed	Yes	Yes	7 to 9	True	True	False	False	False	True	True	True	True																			8f128e
1472	False		0	True	Male	26	hs	Currently pursuing	Yes	Yes	1 to 3	True	True	False	False	False	False	False	False	False																			5c3311
1473	True	134.99	1	False	Male	58	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	False	False	False																			de5ddd
1474	False		0	True	Male	36	asso	Completed	Yes	Yes	10 or more	False	False	False	False	False	True	False	False	False																			0dff5b
1475	False		0	True	Female	32	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	False	True	False																			c7703e
1476	True	170.409	2	False	Female	31	mast	Completed	Yes	Yes	1 to 3	True	True	False	False	False	True	True	False	False																			df1563
1477	True	265.783	1	False	Female	49	asso	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	False	False	False																			ec6006
1478	False		0	True	Female	26	mast	Completed	Yes	Yes	None	True	True	True	True	True	False	False	False	False	True	True	False	distractor	3.0	7.0	3.0	40.0	I examine each column and row to eliminate where each 7 and 3 can't be placed.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	Sometimes, the proximity of the numbers to the cell that had to be filled in factored into which number was correct.	['distractorDouble']	I am not sure how to explain this. Sometimes, the closer the proximity, the more likely the numbers are the same. This does not happen all the time, but I found it to be a pattern.	No, I just submitted my original guess without checking any further.			I think I explained them to the best of my ability.	column	edd253
1479	False		0	True	Female	69	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			d9167c
1480	True	30.874	1	False	Prefer not to say	29	asso	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			9aabd1
1481	True	29.852	2	False	Male	28	bach	Completed	Yes	Yes	4 to 6	False	True	False	False	False	True	True	True	False																			67c43b
1482	True	34.133	1	False	Male	38	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			19885b
1483	True	52.692	1	False	Female	37	bach	Completed	Yes	Yes	10 or more	False	False	False	False	False	True	False	False	False																			bfe9a1
1484	False		0	True	Male	21	bach	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	True																			e0ef3d
1485	True	152.168	1	False	Female	29	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			6a6ba8
1486	True	81.351	1	False	Male	45	phd	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			ec3170
1487	True	230.366	2	False	Female	63	bach	Completed	Yes	Yes	1 to 3	True	True	False	True	True	True	True	False	False																			b76394
1488	True	81.018	1	False	Female	29	bach	Currently pursuing	Yes	Yes	1 to 3	True	True	True	True	False	False	False	False	False																			43962d
1489	True	36.948	1	False	Female	32	asso	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	False	False																			d7b650
1490	False		0	True	Male	30	mast	Completed	Yes	No	1 to 3	False	False	False	False	False	False	True	True	False																			ce3f8c
1491	True	104.307	1	False	Female	38	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			656109
1492	True	71.48	1	False	Male	29	asso	Currently pursuing	Yes	Yes	7 to 9	True	True	True	True	False	False	False	False	False																			7b5ebd
1493	True	84.969	1	False	Male	32	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	False	True	False	False																			dfdb84
1494	True	371.957	1	False	Male	25	bach	Completed	Yes	No	1 to 3	True	True	True	False	False	True	False	False	True																			788aa5
1495	True	154.92	1	False	Female	48	asso	Completed	Yes	Yes	1 to 3	True	True	True	True	False	False	True	False	False																			ca30f0
1496	True	61.561	1	False	Male	18	hs	Completed	Yes	Yes	1 to 3	False	False	False	False	False	True	True	False	False																			7def94
1497	True	67.516	1	False	Male	55	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			cd900c
1498	False		0	True	Male	28	asso	Completed	Yes	No	None	True	True	True	True	False	False	False	False	False	True	True	False	distractor	3.0	6.0	3.0	100.0	I first saw that both a 3 and 6 appeared in one square section and eliminated those three from being either number.  Then found a column from containing both, therefore eliminating either from that column.  The only other available square has a 6 in the column so it must be a three.  And I am just realizing I chose the wrong answer.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The Column or square section that only had one number represented.	['targetSingle']	Because with all others being eliminated from possibility, if that column can't have a 6 it must be a 3.  Therefore the highlighted column must be the other number.	Yes, I checked to see whether the candidate was actually correct.	I quickly double checked my original process.  It ended up being wrong.  Maybe I was just working too fast to get to my answer.	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	Always double and possibly triple check your answers in Sodoku, I understand the process very well.  But it is easy to slip up and not check one thing that would eliminate a number from possibility.	row	0cde0e
1499	True	87.3	1	False	Male	46	hs	Completed	Yes	Yes	10 or more	False	False	True	False	False	False	True	False	True																			b6e0be
1500	True	178.394	1	False	Female	44	asso	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	False	False	True																			e5340a
1501	False		0	True	Female	35	mast	Completed	Yes	No	1 to 3	False	False	False	False	False	False	True	False	False																			c76c59
1502	True	47.617	1	False	Female	25	mast	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			fb90ae
1503	True	40.372	1	False	Male	37	asso	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	False	False	False																			f2e5c3
1504	True	114.261	1	False	Male	37	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	True	False																			846244
1505	True	219.763	1	False	Male	46	hs	Completed	No	Yes	10 or more	False	True	False	False	False	False	False	False	False																			49f6ba
1506	False		0	True	Female	27	bach	Completed	No	Yes	1 to 3	False	True	False	False	False	False	False	False	False																			6a1e3b
1507	True	59.447	1	False	Male	38	asso	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	False	False	False																			8af9db
1508	False		0	True	Female	62	mast	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	False	False																			a6f37f
1509	False	40.866	2	False	Male	34	bach	Completed	Yes	No	None	False	False	False	False	False	False	False	False	True	True	True	False	target	7.0	7.0	5.0	90.0	I found 7 would be the right choice when compared to other boxes	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	In the center box I could See other numbers like 8 and 6...So I could identify that 7 would be the right choice	['targetDouble']	based on the experience earned here , First 3 rd column pick would be correct	No, I just submitted my original guess without checking any further.			I assumed that , 7 would be correct	row	c23ac3
1510	True	154.436	1	False	Male	33	bach	Completed	Yes	Yes	10 or more	False	False	False	False	False	False	False	False	True																			3dab83
1511	True	65.31	1	False	Female	44	asso	Completed	No	Yes	1 to 3	False	True	False	False	False	False	False	False	False																			f03059
1512	True	76.618	1	False	Male	56	bach	Completed	Yes	Yes	10 or more	True	False	False	False	False	True	True	False	False																			c7a4fb
1513	False	62.178	2	False	Male	32	mast	Completed	Yes	Yes	1 to 3	True	True	False	True	True	True	True	True	True																			19963b
1514	False		0	True	Female	52	bach	Completed	No	No	None	False	False	False	False	False	False	True	False	False	True	True	False	other	3.0	4.0	2.0	10.0	I see the 2s and 4s. I don't pick 2 or 4. The row has more high numbers (6, 9) so I pick a low # to go with the 1.			['targetDouble']					there is no strategy for picking a # until the next puzzle	row	d96d28
1515	False		0	True	Female	18	hs	Currently pursuing	Yes	Yes	None	True	True	True	True	True	True	True	False	False	True	True	False	target	8.0	8.0	9.0	100.0	I first found the 3x3 box with the numbers 9 and 8 and eliminated those blue boxes because neither of those numbers could be used again there. Then, I found the column between the numbers 7 and 4 and eliminated the blue box because the column contained 9 and 8. Finally, from the two columns left, I concluded that the blue box that shared the column with an 8 must be 9. So then, the remaining box must be 8. 	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetDouble']					For the two remaining columns, I concluded that the last blue box must be 9 since 8 was already in that column. That led me to figure out that the green box that I was solving must be 8, since all the other boxes were eliminated and the numbers 1-9 could only be used once for each 3x3 box, or column, or row.	row	63ea3a
1516	False	34.827	2	False	Male	36	bach	Completed	Yes	Yes	1 to 3	True	True	True	False	False	True	True	False	True																			3f1a45
1517	True	70.253	1	False	Female	47	asso	Completed	Yes	Yes	4 to 6	False	False	False	False	False	False	False	True	False																			f99783
1518	True	46.0	1	False	Male	23	bach	Completed	Yes	Yes	4 to 6	True	True	True	True	True	True	True	True	False																			667301
1519	True	130.013	1	False	Female	30	bach	Completed	Yes	Yes	1 to 3	True	True	False	False	False	True	True	False	False																			4e60ef
1520	True	44.949	1	False	Male	42	bach	Completed	Yes	Yes	7 to 9	True	True	False	False	False	True	True	False	False																			6e20b9
1521	False		0	True	Female	60	hs	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			945987
1522	True	62.863	1	False	Female	37	bach	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	False																			044529
1523	True	97.228	1	False	Male	40	no_hs	Completed	Yes	Yes	1 to 3	False	False	False	False	True	False	False	False	False																			0ebeb5
1524	False	378.18	12	False	Male	30	mast	Completed	No	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			3135f0
1525	True	35.778	1	False	Female	61	phd	Completed	Yes	Yes	10 or more	True	True	False	True	False	False	True	False	False																			835f90
1526	True	58.843	1	False	Male	46	bach	Completed	Yes	Yes	1 to 3	True	True	True	True	False	False	True	False	False																			213619
1527	False		0	True	Male	45	asso	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			66e3a0
1528	True	28.153	1	False	Female	20	bach	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			a7e704
1529	False		0	True	Male	36	mast	Completed	Yes	Not sure	1 to 3	True	True	False	False	False	False	True	False	False																			97def7
1530	True	71.355	1	False	Male	28	bach	Completed	No	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			290e0b
1531	False	35.689	2	False	Male	49	bach	Completed	Yes	Yes	4 to 6	False	False	False	False	False	False	True	False	False																			ae2dec
1532	True	397.014	1	False	Female	42	no_hs	Completed	Yes	No	None	True	False	False	False	False	False	False	False	False																			78fcd5
1533	False		0	True	Male	32	bach	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	False	False	distractor	7.0	6.0	7.0	50.0	I tried to eliminate where any other 7 or 6 could be placed to come up with the correct answer	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The placement of the 7 seemed to stand out to me.	['distractorSingle']	It made my brain see a pattern.	Yes, I checked to see whether the candidate was actually correct.	I looked to see where else a 6 could be played.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I honestly think that where I placed the 7 is the correct tile.	row	3545df
